question_hash,active,topic,question_type,question_style,tense,question,answer,difficulty,marks,weightage,smart_syllabus,source_reference
q_9_eng_b_urdu_eng_0478,1,ENGLISH_B | Urdu to English Translation | Future Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Future Continuous Tense,لڑکیاں تقریب میں گانا گا رہی ہوں گی۔,The girls will be singing at the ceremony.,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0479,1,ENGLISH_B | Urdu to English Translation | Future Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Future Continuous Tense,ہم اس وقت ٹی وی نہیں دیکھ رہے ہوں گے۔,We will not be watching television at that time.,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0480,1,ENGLISH_B | Urdu to English Translation | Future Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Future Continuous Tense,پولیس رات بھر گشت کر رہی ہوگی۔,The police will be patrolling throughout the night.,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0481,1,ENGLISH_B | Urdu to English Translation | Future Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Future Continuous Tense,کیا کسان صبح فصل کاٹ رہے ہوں گے؟,Will the farmers be harvesting the crop in the morning?,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
sep_9_eng_b_urdu_eng_048,1,ENGLISH_B | Urdu to English Translation | Future Perfect Tense | Heading,Topic,topic_separator,Future Perfect Tense,,,,,,1,
sep_9_eng_b_urdu_eng_049,1,ENGLISH_B | Urdu to English Translation | Future Perfect Tense | Past Paper,Topic,topic_separator,Future Perfect Tense,,,,,,1,
q_9_eng_b_urdu_eng_0279,1,ENGLISH_B | Urdu to English Translation | Future Perfect Tense | Past Paper | 2023 Evening,Long,translate_to_english,Future Perfect Tense,سورج غروب ہو چکا ہوگا۔,The sun will have set.,Medium,1,ULTRA,1,Past Paper | 2023 Evening
q_9_eng_b_urdu_eng_0280,1,"ENGLISH_B | Urdu to English Translation | Future Perfect Tense | Past Paper | 2013 Evening, 2020 Evening",Long,translate_to_english,Future Perfect Tense,وہ اپنا کام مکمل کر چکے ہوں گے۔,They will have completed their work.,Medium,1,ELITE,1,"Past Paper | 2013 Evening, 2020 Evening"
q_9_eng_b_urdu_eng_0281,1,ENGLISH_B | Urdu to English Translation | Future Perfect Tense | Past Paper | 2018 Evening,Long,translate_to_english,Future Perfect Tense,وہ تھانے گیا ہوگا۔,He will have gone to the police station.,Medium,1,ULTRA,1,Past Paper | 2018 Evening
q_9_eng_b_urdu_eng_0282,1,ENGLISH_B | Urdu to English Translation | Future Perfect Tense | Past Paper | 2021 Evening,Long,translate_to_english,Future Perfect Tense,کوئی مسافر بس میں سوار نہیں ہوا ہوگا۔,No passenger will have boarded the bus.,Medium,1,ULTRA,1,Past Paper | 2021 Evening
q_9_eng_b_urdu_eng_0283,1,"ENGLISH_B | Urdu to English Translation | Future Perfect Tense | Past Paper | 2015, 2015 Evening",Long,translate_to_english,Future Perfect Tense,کیا تمام پرندے اڑ چکے ہوں گے؟,Will all the birds have flown away?,Hard,1,ELITE,1,"Past Paper | 2015, 2015 Evening"
q_9_eng_b_urdu_eng_0284,1,ENGLISH_B | Urdu to English Translation | Future Perfect Tense | Past Paper | 2018,Long,translate_to_english,Future Perfect Tense,گاڑی پر پتھر کس نے پھینکا ہوگا؟,Who will have thrown a stone at the car?,Hard,1,ULTRA,1,Past Paper | 2018
sep_9_eng_b_urdu_eng_050,1,ENGLISH_B | Urdu to English Translation | Future Perfect Tense | Mind-Sharp Practice,Topic,topic_separator,Future Perfect Tense,,,,,,1,
q_9_eng_b_urdu_eng_0285,1,ENGLISH_B | Urdu to English Translation | Future Perfect Tense | Board-Pattern Practice,Long,translate_to_english,Future Perfect Tense,میں شام تک کام مکمل کر چکا ہوں گا۔,I shall have completed the work by evening.,Hard,1,ELITE,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0286,1,ENGLISH_B | Urdu to English Translation | Future Perfect Tense | Board-Pattern Practice,Long,translate_to_english,Future Perfect Tense,وہ اگلے ہفتے واپس آ چکی ہوگی۔,She will have returned by next week.,Hard,1,ELITE,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0287,1,ENGLISH_B | Urdu to English Translation | Future Perfect Tense | Board-Pattern Practice,Long,translate_to_english,Future Perfect Tense,ہم جون تک امتحان دے چکے ہوں گے۔,We shall have taken the examination by June.,Hard,1,ELITE,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0288,1,ENGLISH_B | Urdu to English Translation | Future Perfect Tense | Board-Pattern Practice,Long,translate_to_english,Future Perfect Tense,بچے سورج غروب ہونے سے پہلے گھر پہنچ چکے ہوں گے۔,The children will have reached home before sunset.,Hard,1,ELITE,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0289,1,ENGLISH_B | Urdu to English Translation | Future Perfect Tense | Board-Pattern Practice,Long,translate_to_english,Future Perfect Tense,وہ اپنا کام مکمل نہیں کر چکا ہوگا۔,He will not have completed his work.,Hard,1,ELITE,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0290,1,ENGLISH_B | Urdu to English Translation | Future Perfect Tense | Board-Pattern Practice,Long,translate_to_english,Future Perfect Tense,کیا تم کل تک کتاب پڑھ چکے ہوگے؟,Will you have read the book by tomorrow?,Hard,1,ELITE,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0291,1,ENGLISH_B | Urdu to English Translation | Future Perfect Tense | Board-Pattern Practice,Long,translate_to_english,Future Perfect Tense,وہ کب تک مکان خالی کر چکے ہوں گے؟,By when will they have vacated the house?,Hard,1,ELITE,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0292,1,ENGLISH_B | Urdu to English Translation | Future Perfect Tense | Board-Pattern Practice,Long,translate_to_english,Future Perfect Tense,تمام پرندے اڑ چکے ہوں گے۔,All the birds will have flown away.,Medium,1,ULTRA,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0293,1,ENGLISH_B | Urdu to English Translation | Future Perfect Tense | Board-Pattern Practice,Long,translate_to_english,Future Perfect Tense,پل اگلے سال تک تعمیر کیا جا چکا ہوگا۔,The bridge will have been built by next year.,Hard,1,ELITE,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0294,1,ENGLISH_B | Urdu to English Translation | Future Perfect Tense | Board-Pattern Practice,Long,translate_to_english,Future Perfect Tense,مسافر بس میں سوار ہو چکے ہوں گے۔,The passengers will have boarded the bus.,Medium,1,ULTRA,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0295,1,ENGLISH_B | Urdu to English Translation | Future Perfect Tense | Board-Pattern Practice,Long,translate_to_english,Future Perfect Tense,کیا میچ ختم ہو چکا ہوگا؟,Will the match have ended?,Hard,1,ELITE,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0482,1,ENGLISH_B | Urdu to English Translation | Future Perfect Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Future Perfect Tense,میں رات تک تمام خط لکھ چکا ہوں گا۔,I will have written all the letters by night.,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0483,1,ENGLISH_B | Urdu to English Translation | Future Perfect Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Future Perfect Tense,وہ اگلے ہفتے کتاب پڑھ چکی ہوگی۔,She will have read the book by next week.,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0484,1,ENGLISH_B | Urdu to English Translation | Future Perfect Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Future Perfect Tense,کھلاڑی میچ سے پہلے میدان پہنچ چکے ہوں گے۔,The players will have reached the ground before the match.,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0485,1,ENGLISH_B | Urdu to English Translation | Future Perfect Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Future Perfect Tense,ہم جون تک منصوبہ مکمل کر چکے ہوں گے۔,We will have completed the project by June.,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0486,1,ENGLISH_B | Urdu to English Translation | Future Perfect Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Future Perfect Tense,استاد گھنٹی بجنے سے پہلے سبق ختم کر چکے ہوں گے۔,The teacher will have finished the lesson before the bell rings.,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0487,1,ENGLISH_B | Urdu to English Translation | Future Perfect Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Future Perfect Tense,کیا تم کل تک رپورٹ جمع کرا چکے ہوگے؟,Will you have submitted the report by tomorrow?,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0488,1,ENGLISH_B | Urdu to English Translation | Future Perfect Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Future Perfect Tense,ڈاکٹر دوپہر تک آپریشن مکمل کر چکا ہوگا۔,The doctor will have completed the operation by noon.,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0489,1,ENGLISH_B | Urdu to English Translation | Future Perfect Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Future Perfect Tense,بارش سے پہلے کسان فصل کاٹ چکے ہوں گے۔,The farmers will have harvested the crop before the rain.,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
sep_9_eng_b_urdu_eng_051,1,ENGLISH_B | Urdu to English Translation | Future Perfect Continuous Tense | Heading,Topic,topic_separator,Future Perfect Continuous Tense,,,,,,1,
sep_9_eng_b_urdu_eng_052,1,ENGLISH_B | Urdu to English Translation | Future Perfect Continuous Tense | Past Paper,Topic,topic_separator,Future Perfect Continuous Tense,,,,,,1,
q_9_eng_b_urdu_eng_0296,1,ENGLISH_B | Urdu to English Translation | Future Perfect Continuous Tense | Past Paper | 2013,Long,translate_to_english,Future Perfect Continuous Tense,ڈاکٹر پانچ منٹ سے مریض کا معائنہ کر رہا ہوگا۔,The doctor will have been examining the patient for five minutes.,Hard,1,ULTRA,1,Past Paper | 2013
q_9_eng_b_urdu_eng_0297,1,ENGLISH_B | Urdu to English Translation | Future Perfect Continuous Tense | Past Paper | 2018 Evening,Long,translate_to_english,Future Perfect Continuous Tense,کھلاڑی چار بجے سے فٹ بال کھیل رہے ہیں۔,The players will have been playing football since four o’clock.,Medium,1,ULTRA,1,Past Paper | 2018 Evening
sep_9_eng_b_urdu_eng_053,1,ENGLISH_B | Urdu to English Translation | Future Perfect Continuous Tense | Mind-Sharp Practice,Topic,topic_separator,Future Perfect Continuous Tense,,,,,,1,
q_9_eng_b_urdu_eng_0298,1,ENGLISH_B | Urdu to English Translation | Future Perfect Continuous Tense | Board-Pattern Practice,Long,translate_to_english,Future Perfect Continuous Tense,میں شام تک دو گھنٹے سے پڑھ رہا ہوں گا۔,"By evening, I shall have been studying for two hours.",Hard,1,ELITE,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0299,1,ENGLISH_B | Urdu to English Translation | Future Perfect Continuous Tense | Board-Pattern Practice,Long,translate_to_english,Future Perfect Continuous Tense,وہ اگلے ماہ سے یہاں ایک سال سے کام کر رہی ہوگی۔,"By next month, she will have been working here for a year.",Hard,1,ELITE,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0300,1,ENGLISH_B | Urdu to English Translation | Future Perfect Continuous Tense | Board-Pattern Practice,Long,translate_to_english,Future Perfect Continuous Tense,بچے چار بجے تک دو گھنٹے سے کھیل رہے ہوں گے۔,"By four o’clock, the children will have been playing for two hours.",Hard,1,ELITE,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0301,1,ENGLISH_B | Urdu to English Translation | Future Perfect Continuous Tense | Board-Pattern Practice,Long,translate_to_english,Future Perfect Continuous Tense,ہم کل تک ایک ہفتے سے تمہارا انتظار کر رہے ہوں گے۔,"By tomorrow, we shall have been waiting for you for a week.",Hard,1,ELITE,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0302,1,ENGLISH_B | Urdu to English Translation | Future Perfect Continuous Tense | Board-Pattern Practice,Long,translate_to_english,Future Perfect Continuous Tense,بارش شام تک تین گھنٹے سے ہو رہی ہوگی۔,"By evening, it will have been raining for three hours.",Hard,1,ELITE,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0303,1,ENGLISH_B | Urdu to English Translation | Future Perfect Continuous Tense | Board-Pattern Practice,Long,translate_to_english,Future Perfect Continuous Tense,وہ 2030ء تک یہاں دس سال سے رہ رہا ہوگا۔,"By 2030, he will have been living here for ten years.",Hard,1,ELITE,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0304,1,ENGLISH_B | Urdu to English Translation | Future Perfect Continuous Tense | Board-Pattern Practice,Long,translate_to_english,Future Perfect Continuous Tense,کیا تم اگلے ماہ تک دو سال سے انگریزی سیکھ رہے ہوگے؟,Will you have been learning English for two years by next month?,Hard,1,ELITE,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0305,1,ENGLISH_B | Urdu to English Translation | Future Perfect Continuous Tense | Board-Pattern Practice,Long,translate_to_english,Future Perfect Continuous Tense,وہ کب تک ایک گھنٹے سے آرام کر رہی ہوگی؟,By what time will she have been resting for an hour?,Hard,1,ELITE,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0306,1,ENGLISH_B | Urdu to English Translation | Future Perfect Continuous Tense | Board-Pattern Practice,Long,translate_to_english,Future Perfect Continuous Tense,مزدور شام تک چھ گھنٹے سے سڑک بنا رہے ہوں گے۔,"By evening, the workers will have been building the road for six hours.",Hard,1,ELITE,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0307,1,ENGLISH_B | Urdu to English Translation | Future Perfect Continuous Tense | Board-Pattern Practice,Long,translate_to_english,Future Perfect Continuous Tense,مشین کل تک کئی دنوں سے کام نہیں کر رہی ہوگی۔,"By tomorrow, the machine will not have been working for several days.",Hard,1,ELITE,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0308,1,ENGLISH_B | Urdu to English Translation | Future Perfect Continuous Tense | Board-Pattern Practice,Long,translate_to_english,Future Perfect Continuous Tense,ڈاکٹر دس بجے تک ایک گھنٹے سے مریض کا معائنہ کر رہا ہوگا۔,"By ten o’clock, the doctor will have been examining the patient for an hour.",Hard,1,ELITE,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0309,1,ENGLISH_B | Urdu to English Translation | Future Perfect Continuous Tense | Board-Pattern Practice,Long,translate_to_english,Future Perfect Continuous Tense,کیا کھلاڑی شام تک تین گھنٹے سے فٹ بال کھیل رہے ہوں گے؟,Will the players have been playing football for three hours by evening?,Hard,1,ELITE,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0490,1,ENGLISH_B | Urdu to English Translation | Future Perfect Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Future Perfect Continuous Tense,میں اگلے ماہ تک یہاں دو سال سے رہ رہا ہوں گا۔,"By next month, I will have been living here for two years.",Hard,1,ELITE,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0491,1,ENGLISH_B | Urdu to English Translation | Future Perfect Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Future Perfect Continuous Tense,وہ شام تک تین گھنٹے سے پڑھ رہی ہوگی۔,"By evening, she will have been studying for three hours.",Hard,1,ELITE,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0492,1,ENGLISH_B | Urdu to English Translation | Future Perfect Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Future Perfect Continuous Tense,بچے دوپہر تک دو گھنٹے سے کھیل رہے ہوں گے۔,"By noon, the children will have been playing for two hours.",Hard,1,ELITE,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0493,1,ENGLISH_B | Urdu to English Translation | Future Perfect Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Future Perfect Continuous Tense,ہم اگلے ہفتے تک ایک ماہ سے اس منصوبے پر کام کر رہے ہوں گے۔,"By next week, we will have been working on this project for a month.",Hard,1,ELITE,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0494,1,ENGLISH_B | Urdu to English Translation | Future Perfect Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Future Perfect Continuous Tense,استاد دس بجے تک ایک گھنٹے سے پڑھا رہے ہوں گے۔,"By ten o’clock, the teacher will have been teaching for an hour.",Hard,1,ELITE,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0495,1,ENGLISH_B | Urdu to English Translation | Future Perfect Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Future Perfect Continuous Tense,کیا تم شام تک دو گھنٹے سے میرا انتظار کر رہے ہوگے؟,Will you have been waiting for me for two hours by evening?,Hard,1,ELITE,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0496,1,ENGLISH_B | Urdu to English Translation | Future Perfect Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Future Perfect Continuous Tense,مزدور اگلے سال تک چھ ماہ سے پل بنا رہے ہوں گے۔,"By next year, the workers will have been building the bridge for six months.",Hard,1,ELITE,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0497,1,ENGLISH_B | Urdu to English Translation | Future Perfect Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Future Perfect Continuous Tense,ڈاکٹر دوپہر تک چار گھنٹے سے مریض دیکھ رہا ہوگا۔,"By noon, the doctor will have been examining patients for four hours.",Hard,1,ELITE,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0498,1,ENGLISH_B | Urdu to English Translation | Future Perfect Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Future Perfect Continuous Tense,لڑکیاں پروگرام تک دو ہفتوں سے مشق کر رہی ہوں گی۔,"By the programme, the girls will have been practising for two weeks.",Hard,1,ELITE,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0499,1,ENGLISH_B | Urdu to English Translation | Future Perfect Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Future Perfect Continuous Tense,بارش صبح تک پوری رات سے ہو رہی ہوگی۔,"By morning, it will have been raining all night.",Hard,1,ELITE,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0500,1,ENGLISH_B | Urdu to English Translation | Future Perfect Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Future Perfect Continuous Tense,کسان دوپہر تک پانچ گھنٹے سے فصل کاٹ رہے ہوں گے۔,"By noon, the farmers will have been harvesting the crop for five hours.",Hard,1,ELITE,1,Expanded Mind-Sharp Practice
